mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension,target
0.8462585959205615,1.341486374838675,0.8563893154808161,0.7943848486250412,-0.45932646755502027,0.7554967113604043,0.39588063137848345,0.08109774628862601,-0.10527482457809717,-0.0398871990308091,0.0763298319667088,-1.1487288066826855,-0.09745336264394783,0.1440321573558542,-0.6555843633300921,0.1782954977020096,-0.1289983380477725,-0.7179750807595437,-0.5520310754257352,-0.054653303414959005,0.9711335740299261,0.4593911633694864,0.9506315625262362,0.9441429698453828,0.47947799658753504,1.8774596295164363,1.0793538182482045,0.3564414713120044,0.7992931804360343,1.1325994624567741,0
0.48311441729201826,0.024447640906714096,0.7205648582185021,0.37076045018379894,1.6675578840446996,2.2688075435797352,2.2330259603512332,1.1618726215564616,0.8184220025690921,1.1260559596730988,-0.3836254537507739,-0.8538818072932498,-0.2626684996416641,-0.31899006899359805,0.07875261596635884,0.39911710059246946,1.0090088890764786,-0.5684161396496871,-0.5005771287956327,0.508297879397561,0.3196121372888305,-0.06392714602120121,0.6193140067315519,0.1564676706043382,2.008958953457075,1.495654229709837,2.4743806636914885,0.6368312599675008,0.21536251634235865,1.4948582937167394,0
0.488454772860085,0.8605859930910419,0.3635405705575624,0.3831161618050018,-0.859905583102949,-1.039109821643687,-0.9077490599572057,-0.6207777083815502,-1.2243690574679613,-1.0652072367200758,-0.32884020375039313,0.29803379922345896,-0.408710521975448,-0.24430906474368633,-0.5086484658869125,-1.0080685638269868,-0.9287597888940884,-0.911349444063061,-0.6849537708868326,-0.5904630326920459,0.34295021860492964,1.0950887250972772,0.21218650172960973,0.18122760142527475,-0.3356849309748024,-0.8365924249780223,-0.8219213013824482,-0.6601673154892086,-0.797969151323715,-0.4526451831368333,0
0.9851078406902987,1.0152474223968135,0.9534067849538975,0.870032062632406,0.09018590890175532,0.5259396422956286,1.4607533808091635,1.0411569413920578,1.1346105318617845,-0.24194760592563172,-0.1057859716059855,-0.11142731565563846,-0.408710521975448,0.059972608386186156,-0.6494192207800287,0.1015599906975746,0.40758827804004905,-0.5822162726240684,-0.5145125726746189,-0.36911979954963364,0.6755178773593393,0.9089081727178978,0.5940440236624657,0.5975039383522708,-0.5037597614000268,0.3292472430792753,0.881215448762886,0.27342103109557253,0.2974136635217979,-0.20292809545496363,0
0.7795041513197264,0.8871684262529712,0.6274280875243438,0.5775295018039291,-0.7322485023239391,-0.1503707996413656,0.1692354178172242,0.2481288302712094,0.24999318586312985,-0.9027397473924826,0.057365706966577064,-1.0482883451696077,-0.29040832511288567,-0.038675787925325035,-1.0470709152591238,-0.6365362169637881,-0.03814543723163102,-0.31138866300183643,-0.10073708519087934,-0.3162407607650826,1.0508720185265976,0.3772033519587696,0.711970611318201,0.650118791346761,-0.6130084011764227,-0.04234642240857389,0.9200846982791447,0.6242998727650206,1.1876686104187126,0.19459059538097145,0
1.0758938853474345,1.7716384750953524,0.984452375185283,1.0440206548493447,-0.18126880309958934,-0.45409246025014605,0.13565834914148175,0.6225937973118087,-0.4640955151237361,-1.0338059572702056,0.707564278399668,2.1003626382211955,0.5858438088898175,0.6801722971685921,-0.3973333920663218,-0.3157928387653947,0.06422402847669738,0.5131692822174427,-0.17148626180727009,-0.7088559248379874,0.8816709289848806,1.692208334530242,0.7709339051460684,0.8172483243880829,-0.9617636743087631,-0.770783470479411,-0.28391400624886776,0.1105129974633289,-0.7049778511870177,-1.085873620179252,0
0.8302375292163615,-0.5676156431544426,0.7632525447866577,0.7691691106225864,0.3689772347409733,-0.0426555595417398,-0.0046458306821549715,0.42624604814644196,0.12209670210428851,-0.4494691048986916,0.5931774926845874,-0.12192631860125636,0.4365382776770662,0.7402644540766604,-0.16134543556666928,-0.38038315761085434,-0.3644481091769279,0.27166695516577094,-0.2207962939944517,-0.6573807543397518,1.3581567558552343,-0.003544264168429612,1.1949080655274011,1.4579115343798166,0.962693134060054,0.13068574243691328,0.0308321117852269,0.8357670318068756,0.614678099282296,-0.2855231089822358,0
0.4403915727474837,1.7184736087714938,0.44503524491495056,0.3394929350607549,-0.02206428281771963,0.04033815004321736,0.44504705336796324,0.25354871795206013,-0.6026500391958141,-0.5109063907788749,-0.4236608287510523,-0.3249070422165356,-0.36465315210939026,-0.27661294100062483,-0.7586792470839315,-0.541030873713664,-0.04369044995749873,-0.4666401589636254,-0.8800499851926371,-0.681714471302554,0.46158546529509925,1.7408501004671968,0.5013874190758172,0.3622845955533734,0.025675954439429514,0.2730827043261499,1.2253505115531762,0.6462298003693613,-0.15797020332408945,0.09170908730314103,0
-0.9721324750061887,0.7542562604433236,-0.8484016581001709,-0.9356669357233895,1.3447468751782363,1.9509592941054303,1.134576142244811,0.3151383506890009,0.5235495539028748,2.666083925736339,-0.7008982751815509,0.5885062140522203,-0.7048739527417247,-0.6241401258938184,0.07532753677187896,2.3307540718767683,1.6820881261087377,0.08881519325521946,-0.2883295989464608,2.8391871907767485,-0.7908915653355453,2.099792787036451,-0.8393255715340266,-0.7605782671761,1.9249215382444627,4.141060736839365,3.429995383505848,1.0221714164437699,1.7483514494782135,5.730871560583264,0
-0.6223391852978127,0.33135391468535447,-0.5899471194238821,-0.6507290962956491,1.4474594689084745,-0.0426555595417398,0.06970339281413136,-0.1817668062326369,-0.1727757465619297,0.8011209810179106,0.26687413553946193,1.4861709659025495,0.4646860417581586,-0.1767488074106267,2.3533477090203374,0.19485711791879418,0.36919972839942566,1.172125631744147,0.6764319003679573,0.13720869571482744,-0.5380623510778064,0.9810321704864862,-0.44764083396319304,-0.6127924300886349,1.4375045300113125,-0.09000118256274091,-0.002348954874993946,0.18100205047728057,-0.01027813840109927,0.21632612525656897,0
0.2908616168416132,0.27818904836149577,0.2238354145163248,0.20509305150767013,-0.22088651782410973,-0.6915957355517798,-0.5045843996434731,-0.18152044770168924,-0.055537303116324994,-0.9696381253509032,-0.3315493644646977,-0.9175757584966651,-0.3866818370424192,-0.25108245815239927,-0.8343734972819334,-0.9876425655596196,-0.7470539872618053,-0.6779546951338382,-0.9797420067884602,-1.1407794009277263,0.4713096658434733,0.19605470640045422,0.3638064001441263,0.36073709987706487,0.6853696638584342,-0.40486299072420084,0.035572264165258445,0.6681597279737015,0.17570446187229619,-0.6352236340918553,0
0.03986490514247255,-0.3404566688615902,0.1539828364957063,-0.07858400101994752,0.17088866111837037,1.062750019185566,1.090206444351866,0.47551775433599425,0.9534238465367592,0.3929043481695882,-0.6494242216097645,-0.4846668703723543,-0.2842892459648222,-0.46470486565796054,0.7767837558013247,1.3663157212526844,1.8254053781003976,1.4395032081227837,0.7664763069706364,1.0960507352683218,-0.343578340110315,-0.8572911214756738,-0.15282436482385564,-0.40728500427486125,-0.07516894381570557,0.6702057056108742,0.9873948620755926,0.340777237308904,0.3151914120773426,0.12117280557895149,0
1.978413976350727,0.8098377116000853,1.9119393833479417,2.269505521768653,0.48636305614695924,-0.014402381810690616,1.176547478089489,1.6841527071657185,-0.3042249104251839,-1.070668328798315,1.44054276054762,-0.5917567004176567,1.0994385187172862,1.8101132591451619,-0.21820175019503266,-0.5653212500316148,-0.09274248560940632,-0.13716198420027317,-0.6206363375992048,-0.41872314566611496,2.2391693255379703,0.43087702471678896,2.1018196801179347,2.6355557440506123,0.5046892211513182,-0.34189062909190887,0.476406435508192,0.8326341850062554,-0.6762599496742141,-0.5540776558896231,0
-1.1483642087523938,-1.0485160249020764,-1.0416604572905492,-1.0463640255541664,0.6477685605801914,0.7219460628047835,0.3982789934267508,0.03724592777992413,2.825686261562023,1.4755658526803581,-0.6343733287525171,0.2857849624535712,-0.6061528091529659,-0.6105933390763926,-0.5144711005175279,0.35219250997824686,0.36237509735220375,0.7977970248140557,3.826914174240262,0.29116625111409533,-1.0534449801416585,-0.2987494643375359,-0.9999303528175514,-0.9458134996302316,-0.04155397773065977,0.46029783350323433,0.32709163553719844,0.48175534333680736,3.6738183699557196,0.6833985116944172,0
-0.4167354959272404,1.600060951959262,-0.3532244939095631,-0.47447108765848944,0.9999260247981511,0.5365345839447719,0.37429537294407783,0.024681642701588312,1.4934312224074233,1.074175584929833,-0.48296134660860734,-0.40189973048440014,-0.3622055204501649,-0.4746044406399256,-0.4528196750168931,0.68728929236452,0.4016167258737298,-0.5011404913995786,-0.21543650788714921,0.680037766423492,-0.32996445934259055,1.504350479877175,-0.09666884689255327,-0.4018687694077814,1.1895941551341074,1.8700844880640053,1.522558065781154,0.24209256308937177,1.5459586197689303,2.185565131985739,0
